id,headline,source_type,topic,sentiment_score,evidence_count,contradiction_score,editorial_flag,leak_indicator,propaganda_pattern_score,source_reliability,truth_probability
153,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,celebrity,0.81,5,0.2,False,False,0.14,1.0,1.0
154,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,politics,-0.42,6,0.37,False,False,0.51,0.61,0.9
155,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,economy,-0.13,4,0.4,False,False,0.12,0.88,1.0
156,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,politics,0.61,6,0.25,True,False,0.29,0.88,1.0
157,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,health,-0.09,4,0.24,False,True,0.22,0.86,1.0
158,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,celebrity,0.2,6,0.26,True,False,0.4,0.77,1.0
159,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,economy,0.5,5,0.18,True,False,0.58,0.58,0.85
160,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,protest,0.52,6,0.38,False,False,0.32,0.8,1.0
161,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,military,0.67,5,0.09,False,True,0.24,0.96,1.0
162,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,health,-0.31,6,0.21,False,False,0.42,0.78,1.0
163,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,health,0.69,4,0.22,False,False,0.04,1.0,1.0
164,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,military,-0.22,10,0.17,False,False,0.43,0.98,1.0
165,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,protest,0.31,3,0.15,False,False,0.28,0.8,0.94
166,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,celebrity,-0.46,4,0.35,False,False,0.48,0.54,0.79
167,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,politics,0.74,4,0.34,False,False,0.49,0.54,0.79
168,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,military,-0.45,3,0.35,True,False,0.2,0.77,0.92
169,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,health,-0.21,2,0.26,False,False,0.6,0.37,0.61
170,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,economy,0.19,5,0.19,True,False,0.25,0.9,1.0
171,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,health,0.15,4,0.5,True,False,0.43,0.52,0.76
172,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,celebrity,0.35,5,0.47,False,False,0.14,0.88,1.0
173,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,protest,-0.5,2,0.04,False,False,0.22,0.86,0.96
174,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,health,-0.41,5,0.27,False,False,0.14,0.97,1.0
175,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,celebrity,0.17,6,0.03,False,True,0.34,0.94,1.0
176,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,health,-0.26,3,0.28,True,False,0.34,0.67,0.85
177,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,protest,-0.12,1,0.41,False,False,0.39,0.45,0.63
178,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",foreign_press,health,0.05,2,0.48,False,False,0.13,0.73,0.85
179,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,politics,0.19,3,0.12,False,False,0.25,0.84,0.98
180,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",state_media,economy,-0.38,5,0.69,False,False,0.17,0.74,0.94
181,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,protest,-0.42,5,0.17,False,False,0.23,0.94,1.0
182,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,economy,0.08,4,0.35,False,False,0.08,0.95,1.0
183,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",state_media,health,-0.85,3,0.46,False,False,0.34,0.58,0.78
184,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,celebrity,-0.16,3,0.54,True,True,0.47,0.41,0.66
185,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",independent,celebrity,-0.36,5,0.07,False,False,0.33,0.88,1.0
186,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",anonymous_tip,health,0.35,2,0.15,False,False,0.32,0.7,0.85
187,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",anonymous_tip,economy,0.25,7,0.35,False,False,0.34,0.83,1.0
188,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",anonymous_tip,economy,-0.87,6,0.19,False,False,0.42,0.78,1.0
189,"Act 1 Report: The newsroom is overwhelmed as inconsistencies in a major celebrity scandal begin to surface. 
Evidence disappears, timelines blur, and editorial pressure pushes sensationalism over truth.",foreign_press,protest,0.3,6,0.09,True,False,0.18,1.0,1.0
190,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",independent,celebrity,-0.01,4,0.6,False,False,0.25,0.65,0.85
191,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,military,-0.04,4,0.19,False,False,0.12,0.98,1.0
192,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",independent,protest,0.39,6,0.21,False,False,0.36,0.84,1.0
193,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,politics,-0.05,6,0.37,False,False,0.47,0.65,0.92
194,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,politics,0.87,4,0.23,False,True,0.16,0.92,1.0
195,"Act 2 Report: Government protocols tighten their grip on political reporting. Leaked files, misinformation, 
and newsroom distrust escalate as SyndiNet races to control the narrative.",foreign_press,politics,-0.24,4,0.26,True,False,0.09,0.98,1.0
196,"Act 3 Report: Whistleblowers vanish, servers are wiped, and a secret alliance emerges between rival powers. 
The protagonist must choose whether to expose the truth or survive in silence.",state_media,protest,0.03,2,0.29,False,False,0.26,0.7,0.84
